,XBB.TO,XCB.TO,XEF.TO,XEM.TO,XHY.TO,XIG.TO,XIU.TO,XSB.TO,XUS.TO
1999-12-13,,,,,,,6.349293231964111,,
1999-12-14,,,,,,,6.302605628967285,,
1999-12-15,,,,,,,6.349293231964111,,
1999-12-16,,,,,,,6.395975589752197,,
1999-12-17,,,,,,,6.442663669586182,,
1999-12-20,,,,,,,6.469340801239014,,
1999-12-21,,,,,,,6.562713146209717,,
1999-12-22,,,,,,,6.58272123336792,,
1999-12-23,,,,,,,6.642749309539795,,
1999-12-24,,,,,,,6.682762145996094,,
1999-12-29,,,,,,,6.722776412963867,,
1999-12-30,,,,,,,6.649415969848633,,
1999-12-31,,,,,,,6.622740268707275,,
2000-01-04,,,,,,,6.469340801239014,,
2000-01-05,,,,,,,6.409316539764404,,
2000-01-06,,,,,,,6.3693037033081055,,
2000-01-07,,,,,,,6.622740268707275,,
2000-01-10,,,,,,,6.729446887969971,,
2000-01-11,,,,,,,6.622740268707275,,
2000-01-12,,,,,,,6.522698402404785,,
2000-01-13,,,,,,,6.58272123336792,,
2000-01-14,,,,,,,6.4960174560546875,,
2000-01-17,,,,,,,6.609400272369385,,
2000-01-18,,,,,,,6.716110706329346,,
2000-01-19,,,,,,,6.742788314819336,,
2000-01-20,,,,,,,6.749456882476807,,
2000-01-21,,,,,,,6.709441661834717,,
2000-01-24,,,,,,,6.596060752868652,,
2000-01-25,,,,,,,6.6760945320129395,,
2000-01-26,,,,,,,6.789473056793213,,
2000-01-27,,,,,,,6.816149711608887,,
2000-01-28,,,,,,,6.636078357696533,,
2000-01-31,,,,,,,6.702770709991455,,
2000-02-01,,,,,,,6.702770709991455,,
2000-02-02,,,,,,,6.882844924926758,,
2000-02-03,,,,,,,6.9962263107299805,,
2000-02-04,,,,,,,7.276340961456299,,
2000-02-07,,,,,,,7.189640998840332,,
2000-02-08,,,,,,,7.263002395629883,,
2000-02-09,,,,,,,7.283012390136719,,
2000-02-10,,,,,,,7.349705696105957,,
2000-02-11,,,,,,,7.222987651824951,,
2000-02-14,,,,,,,7.336368560791016,,
2000-02-15,,,,,,,7.423070907592773,,
2000-02-16,,,,,,,7.4764251708984375,,
2000-02-17,,,,,,,7.449747562408447,,
2000-02-18,,,,,,,7.309688568115234,,
2000-02-21,,,,,,,7.182971954345703,,
2000-02-22,,,,,,,7.182971954345703,,
2000-02-23,,,,,,,7.269672393798828,,
2000-02-24,,,,,,,7.122944355010986,,
2000-02-25,,,,,,,7.05625057220459,,
2000-02-28,,,,,,,7.076257705688477,,
2000-02-29,,,,,,,6.989559650421143,,
2000-03-01,,,,,,,7.1969499588012695,,
2000-03-02,,,,,,,7.310974597930908,,
2000-03-03,,,,,,,7.331091403961182,,
2000-03-06,,,,,,,7.4384074211120605,,
2000-03-07,,,,,,,7.29085111618042,,
2000-03-08,,,,,,,7.217068672180176,,
2000-03-09,,,,,,,7.304260730743408,,
2000-03-10,,,,,,,7.357918739318848,,
2000-03-13,,,,,,,7.337800979614258,,
2000-03-14,,,,,,,7.39145565032959,,
2000-03-15,,,,,,,7.331091403961182,,
2000-03-16,,,,,,,7.505484104156494,,
2000-03-17,,,,,,,7.5658488273620605,,
2000-03-20,,,,,,,7.619506359100342,,
2000-03-21,,,,,,,7.7201151847839355,,
2000-03-22,,,,,,,7.860970497131348,,
2000-03-23,,,,,,,7.928042888641357,,
2000-03-24,,,,,,,8.030961990356445,,
2000-03-27,,,,,,,8.057799339294434,,
2000-03-28,,,,,,,7.984000205993652,,
2000-03-29,,,,,,,7.84981107711792,,
2000-03-30,,,,,,,7.594862937927246,,
2000-03-31,,,,,,,7.668665885925293,,
2000-04-03,,,,,,,7.568027973175049,,
2000-04-04,,,,,,,7.353330612182617,,
2000-04-05,,,,,,,7.433842182159424,,
2000-04-06,,,,,,,7.568027973175049,,
2000-04-07,,,,,,,7.6284074783325195,,
2000-04-10,,,,,,,7.568027973175049,,
2000-04-11,,,,,,,7.50764274597168,,
2000-04-12,,,,,,,7.27952766418457,,
2000-04-13,,,,,,,7.219145774841309,,
2000-04-14,,,,,,,6.8300065994262695,,
2000-04-17,,,,,,,7.071543216705322,,
2000-04-18,,,,,,,7.292949676513672,,
2000-04-19,,,,,,,7.252691268920898,,
2000-04-20,,,,,,,7.212438583374023,,
2000-04-24,,,,,,,7.105087757110596,,
2000-04-25,,,,,,,7.380165100097656,,
2000-04-26,,,,,,,7.635120391845703,,
2000-04-27,,,,,,,7.534482479095459,,
2000-04-28,,,,,,,7.500936031341553,,
2000-05-01,,,,,,,7.7022175788879395,,
2000-05-02,,,,,,,7.6820807456970215,,
2000-05-03,,,,,,,7.514350891113281,,
2000-05-04,,,,,,,7.60828161239624,,
2000-05-05,,,,,,,7.782721519470215,,
2000-05-08,,,,,,,7.614994049072266,,
2000-05-09,,,,,,,7.527772903442383,,
2000-05-10,,,,,,,7.373459339141846,,
2000-05-11,,,,,,,7.3667497634887695,,
2000-05-12,,,,,,,7.447259426116943,,
2000-05-15,,,,,,,7.500936031341553,,
2000-05-16,,,,,,,7.762594223022461,,
2000-05-17,,,,,,,7.749176025390625,,
2000-05-18,,,,,,,7.802848815917969,,
2000-05-19,,,,,,,7.514350891113281,,
2000-05-23,,,,,,,7.292949676513672,,
2000-05-24,,,,,,,7.4606757164001465,,
2000-05-25,,,,,,,7.386874198913574,,
2000-05-26,,,,,,,7.346620559692383,,
2000-05-29,,,,,,,7.353330612182617,,
2000-05-30,,,,,,,7.6284074783325195,,
2000-05-31,,,,,,,7.554607391357422,,
2000-06-01,,,,,,,7.755884647369385,,
2000-06-02,,,,,,,7.876649856567383,,
2000-06-05,,,,,,,7.796138286590576,,
2000-06-06,,,,,,,7.749176025390625,,
2000-06-07,,,,,,,7.715627670288086,,
2000-06-08,,,,,,,7.796138286590576,,
2000-06-09,,,,,,,7.8632330894470215,,
2000-06-12,,,,,,,7.8967814445495605,,
2000-06-13,,,,,,,7.984000205993652,,
2000-06-14,,,,,,,8.111472129821777,,
2000-06-15,,,,,,,8.252370834350586,,
2000-06-16,,,,,,,8.18527889251709,,
2000-06-19,,,,,,,8.332879066467285,,
2000-06-20,,,,,,,8.35971736907959,,
2000-06-21,,,,,,,8.292623519897461,,
2000-06-22,,,,,,,8.131599426269531,,
2000-06-23,,,,,,,8.198692321777344,,
2000-06-26,,,,,,,8.356404304504395,,
2000-06-27,,,,,,,8.309305191040039,,
2000-06-28,,,,,,,8.383317947387695,,
2000-06-29,,,,,,,8.282388687133789,,
2000-06-30,,,,,,,8.396773338317871,,
2000-07-04,,,,,,,8.443868637084961,,
2000-07-05,,,,,,,8.470781326293945,,
2000-07-06,,,,,,,8.383317947387695,,
2000-07-07,,,,,,,8.470781326293945,,
2000-07-10,,,,,,,8.369860649108887,,
2000-07-11,,,,,,,8.484236717224121,,
2000-07-12,,,,,,,8.659171104431152,,
2000-07-13,,,,,,,8.800464630126953,,
2000-07-14,,,,,,,8.901386260986328,,
2000-07-17,,,,,,,8.975397109985352,,
2000-07-18,,,,,,,8.861016273498535,,
2000-07-19,,,,,,,8.773552894592285,,
2000-07-20,,,,,,,8.874472618103027,,
2000-07-21,,,,,,,8.975397109985352,,
2000-07-24,,,,,,,8.894659042358398,,
2000-07-25,,,,,,,9.035951614379883,,
2000-07-26,,,,,,,9.116687774658203,,
2000-07-27,,,,,,,8.867748260498047,,
2000-07-28,,,,,,,8.55825138092041,,
2000-07-31,,,,,,,8.6322603225708,,
2000-08-01,,,,,,,8.504425048828125,,
2000-08-02,,,,,,,8.544791221618652,,
2000-08-03,,,,,,,8.612072944641113,,
2000-08-04,,,,,,,8.733189582824707,,
2000-08-08,,,,,,,8.995577812194824,,
2000-08-09,,,,,,,9.015768051147461,,
2000-08-10,,,,,,,8.935027122497559,,
2000-08-11,,,,,,,8.88792896270752,,
2000-08-14,,,,,,,9.109956741333008,,
2000-08-15,,,,,,,9.15032958984375,,
2000-08-16,,,,,,,9.163785934448242,,
2000-08-17,,,,,,,9.217609405517578,,
2000-08-18,,,,,,,9.25124740600586,,
2000-08-21,,,,,,,9.170512199401855,,
2000-08-22,,,,,,,9.23779582977295,,
2000-08-23,,,,,,,9.197426795959473,,
2000-08-24,,,,,,,9.271434783935547,,
2000-08-25,,,,,,,9.325264930725098,,
2000-08-28,,,,,,,9.318531036376953,,
2000-08-29,,,,,,,9.197426795959473,,
2000-08-30,,,,,,,9.23106861114502,,
2000-08-31,,,,,,,9.244522094726562,,
2000-09-01,,,,,,,9.37236213684082,,
2000-09-05,,,,,,,9.284891128540039,,
2000-09-06,,,,,,,9.109956741333008,,
2000-09-07,,,,,,,9.06286334991455,,
2000-09-08,,,,,,,8.820647239685059,,
2000-09-11,,,,,,,8.692815780639648,,
2000-09-12,,,,,,,8.517876625061035,,
2000-09-13,,,,,,,8.699543952941895,,
2000-09-14,,,,,,,9.022493362426758,,
2000-09-15,,,,,,,9.049407005310059,,
2000-09-18,,,,,,,8.760096549987793,,
2000-09-19,,,,,,,8.90811538696289,,
2000-09-20,,,,,,,8.760096549987793,,
2000-09-21,,,,,,,8.578433990478516,,
2000-09-22,,,,,,,8.55825138092041,,
2000-09-25,,,,,,,8.5966796875,,
2000-09-26,,,,,,,8.475317001342773,,
2000-09-27,,,,,,,8.232588768005371,,
2000-09-28,,,,,,,8.448348045349121,,
2000-09-29,,,,,,,8.347209930419922,,
2000-10-02,,,,,,,8.441606521606445,,
2000-10-03,,,,,,,8.475317001342773,,
2000-10-04,,,,,,,8.535994529724121,,
2000-10-05,,,,,,,8.724787712097168,,
2000-10-06,,,,,,,8.468572616577148,,
2000-10-10,,,,,,,8.488801956176758,,
